"PassengerId","Survived.Died","Survived.Survived"
1001,0.839851024208566,0.160148975791434
1002,0.839851024208566,0.160148975791434
1003,0.375,0.625
1004,0.0529411764705882,0.947058823529412
1005,0.666666666666667,0.333333333333333
1006,0.0529411764705882,0.947058823529412
1007,0.839851024208566,0.160148975791434
1008,0.839851024208566,0.160148975791434
1009,0.266666666666667,0.733333333333333
1010,0.839851024208566,0.160148975791434
1011,0.0529411764705882,0.947058823529412
1012,0.0529411764705882,0.947058823529412
1013,0.839851024208566,0.160148975791434
1014,0.0529411764705882,0.947058823529412
1015,0.839851024208566,0.160148975791434
1016,0.839851024208566,0.160148975791434
1017,0.666666666666667,0.333333333333333
1018,0.839851024208566,0.160148975791434
1019,0.375,0.625
1020,0.839851024208566,0.160148975791434
1021,0.839851024208566,0.160148975791434
1022,0.839851024208566,0.160148975791434
1023,0.839851024208566,0.160148975791434
1024,0.375,0.625
1025,0.839851024208566,0.160148975791434
1026,0.839851024208566,0.160148975791434
1027,0.839851024208566,0.160148975791434
1028,0.839851024208566,0.160148975791434
1029,0.839851024208566,0.160148975791434
1030,0.375,0.625
1031,0.839851024208566,0.160148975791434
1032,0.666666666666667,0.333333333333333
1033,0.0529411764705882,0.947058823529412
1034,0.839851024208566,0.160148975791434
1035,0.839851024208566,0.160148975791434
1036,0.839851024208566,0.160148975791434
1037,0.839851024208566,0.160148975791434
1038,0.839851024208566,0.160148975791434
1039,0.839851024208566,0.160148975791434
1040,0.839851024208566,0.160148975791434
1041,0.839851024208566,0.160148975791434
1042,0.0529411764705882,0.947058823529412
1043,0.839851024208566,0.160148975791434
1044,0.839851024208566,0.160148975791434
1045,0.375,0.625
1046,0.839851024208566,0.160148975791434
1047,0.839851024208566,0.160148975791434
1048,0.0529411764705882,0.947058823529412
1049,0.375,0.625
1050,0.839851024208566,0.160148975791434
1051,0.375,0.625
1052,0.375,0.625
1053,0.607142857142857,0.392857142857143
1054,0.0529411764705882,0.947058823529412
1055,0.839851024208566,0.160148975791434
1056,0.839851024208566,0.160148975791434
1057,0.375,0.625
1058,0.839851024208566,0.160148975791434
1059,0.839851024208566,0.160148975791434
1060,0.0529411764705882,0.947058823529412
1061,0.375,0.625
1062,0.839851024208566,0.160148975791434
1063,0.839851024208566,0.160148975791434
1064,0.839851024208566,0.160148975791434
1065,0.839851024208566,0.160148975791434
1066,0.839851024208566,0.160148975791434
1067,0.0529411764705882,0.947058823529412
1068,0.0529411764705882,0.947058823529412
1069,0.839851024208566,0.160148975791434
1070,0.0529411764705882,0.947058823529412
1071,0.0529411764705882,0.947058823529412
1072,0.839851024208566,0.160148975791434
1073,0.839851024208566,0.160148975791434
1074,0.0529411764705882,0.947058823529412
1075,0.839851024208566,0.160148975791434
1076,0.0529411764705882,0.947058823529412
1077,0.839851024208566,0.160148975791434
1078,0.0529411764705882,0.947058823529412
1079,0.839851024208566,0.160148975791434
1080,0.666666666666667,0.333333333333333
1081,0.839851024208566,0.160148975791434
1082,0.839851024208566,0.160148975791434
1083,0.839851024208566,0.160148975791434
1084,0.607142857142857,0.392857142857143
1085,0.839851024208566,0.160148975791434
1086,0,1
1087,0.839851024208566,0.160148975791434
1088,0,1
1089,0.666666666666667,0.333333333333333
1090,0.839851024208566,0.160148975791434
1091,0.375,0.625
1092,0.375,0.625
1093,0.607142857142857,0.392857142857143
1094,0.839851024208566,0.160148975791434
1095,0.0529411764705882,0.947058823529412
1096,0.839851024208566,0.160148975791434
1097,0.839851024208566,0.160148975791434
1098,0.375,0.625
1099,0.839851024208566,0.160148975791434
1100,0.0529411764705882,0.947058823529412
1101,0.839851024208566,0.160148975791434
1102,0.839851024208566,0.160148975791434
1103,0.839851024208566,0.160148975791434
1104,0.839851024208566,0.160148975791434
1105,0.0529411764705882,0.947058823529412
1106,0.375,0.625
1107,0.839851024208566,0.160148975791434
1108,0.375,0.625
1109,0.839851024208566,0.160148975791434
1110,0.0529411764705882,0.947058823529412
1111,0.839851024208566,0.160148975791434
1112,0.0529411764705882,0.947058823529412
1113,0.839851024208566,0.160148975791434
1114,0.0529411764705882,0.947058823529412
1115,0.839851024208566,0.160148975791434
1116,0.0529411764705882,0.947058823529412
1117,0.375,0.625
1118,0.839851024208566,0.160148975791434
1119,0.375,0.625
1120,0.839851024208566,0.160148975791434
1121,0.839851024208566,0.160148975791434
1122,0.839851024208566,0.160148975791434
1123,0.0529411764705882,0.947058823529412
1124,0.839851024208566,0.160148975791434
1125,0.839851024208566,0.160148975791434
1126,0.839851024208566,0.160148975791434
1127,0.839851024208566,0.160148975791434
1128,0.839851024208566,0.160148975791434
1129,0.839851024208566,0.160148975791434
1130,0.0529411764705882,0.947058823529412
1131,0.0529411764705882,0.947058823529412
1132,0.0529411764705882,0.947058823529412
1133,0.0529411764705882,0.947058823529412
1134,0.839851024208566,0.160148975791434
1135,0.839851024208566,0.160148975791434
1136,0.607142857142857,0.392857142857143
1137,0.839851024208566,0.160148975791434
1138,0.0529411764705882,0.947058823529412
1139,0.839851024208566,0.160148975791434
1140,0.0529411764705882,0.947058823529412
1141,0.375,0.625
1142,0.0529411764705882,0.947058823529412
1143,0.839851024208566,0.160148975791434
1144,0.839851024208566,0.160148975791434
1145,0.839851024208566,0.160148975791434
1146,0.839851024208566,0.160148975791434
1147,0.839851024208566,0.160148975791434
1148,0.839851024208566,0.160148975791434
1149,0.839851024208566,0.160148975791434
1150,0.0529411764705882,0.947058823529412
1151,0.839851024208566,0.160148975791434
1152,0.839851024208566,0.160148975791434
1153,0.839851024208566,0.160148975791434
1154,0.0529411764705882,0.947058823529412
1155,0.266666666666667,0.733333333333333
1156,0.839851024208566,0.160148975791434
1157,0.839851024208566,0.160148975791434
1158,0.839851024208566,0.160148975791434
1159,0.839851024208566,0.160148975791434
1160,0.375,0.625
1161,0.839851024208566,0.160148975791434
1162,0.839851024208566,0.160148975791434
1163,0.839851024208566,0.160148975791434
1164,0.0529411764705882,0.947058823529412
1165,0.375,0.625
1166,0.839851024208566,0.160148975791434
1167,0.0529411764705882,0.947058823529412
1168,0.839851024208566,0.160148975791434
1169,0.839851024208566,0.160148975791434
1170,0.839851024208566,0.160148975791434
1171,0.839851024208566,0.160148975791434
1172,0.375,0.625
1173,0.607142857142857,0.392857142857143
1174,0.375,0.625
1175,0.666666666666667,0.333333333333333
1176,0.266666666666667,0.733333333333333
1177,0.839851024208566,0.160148975791434
1178,0.839851024208566,0.160148975791434
1179,0.839851024208566,0.160148975791434
1180,0.839851024208566,0.160148975791434
1181,0.839851024208566,0.160148975791434
1182,0.839851024208566,0.160148975791434
1183,0.375,0.625
1184,0.839851024208566,0.160148975791434
1185,0.839851024208566,0.160148975791434
1186,0.839851024208566,0.160148975791434
1187,0.839851024208566,0.160148975791434
1188,0.0529411764705882,0.947058823529412
1189,0.839851024208566,0.160148975791434
1190,0.839851024208566,0.160148975791434
1191,0.839851024208566,0.160148975791434
1192,0.839851024208566,0.160148975791434
1193,0.839851024208566,0.160148975791434
1194,0.839851024208566,0.160148975791434
1195,0.839851024208566,0.160148975791434
1196,0.375,0.625
1197,0.0529411764705882,0.947058823529412
1198,0.839851024208566,0.160148975791434
1199,0.607142857142857,0.392857142857143
1200,0.839851024208566,0.160148975791434
1201,0.916666666666667,0.0833333333333333
1202,0.839851024208566,0.160148975791434
1203,0.839851024208566,0.160148975791434
1204,0.839851024208566,0.160148975791434
1205,0.375,0.625
1206,0.0529411764705882,0.947058823529412
1207,0.666666666666667,0.333333333333333
1208,0.839851024208566,0.160148975791434
1209,0.839851024208566,0.160148975791434
1210,0.839851024208566,0.160148975791434
1211,0.839851024208566,0.160148975791434
1212,0.839851024208566,0.160148975791434
1213,0.839851024208566,0.160148975791434
1214,0.839851024208566,0.160148975791434
1215,0.839851024208566,0.160148975791434
1216,0.0529411764705882,0.947058823529412
1217,0.839851024208566,0.160148975791434
1218,0.0529411764705882,0.947058823529412
1219,0.839851024208566,0.160148975791434
1220,0.839851024208566,0.160148975791434
1221,0.839851024208566,0.160148975791434
1222,0.0529411764705882,0.947058823529412
1223,0.839851024208566,0.160148975791434
1224,0.839851024208566,0.160148975791434
1225,0.666666666666667,0.333333333333333
1226,0.839851024208566,0.160148975791434
1227,0.839851024208566,0.160148975791434
1228,0.839851024208566,0.160148975791434
1229,0.839851024208566,0.160148975791434
1230,0.839851024208566,0.160148975791434
1231,0.839851024208566,0.160148975791434
1232,0.839851024208566,0.160148975791434
1233,0.839851024208566,0.160148975791434
1234,0.839851024208566,0.160148975791434
1235,0.0529411764705882,0.947058823529412
1236,0.607142857142857,0.392857142857143
1237,0.666666666666667,0.333333333333333
1238,0.839851024208566,0.160148975791434
1239,0.375,0.625
1240,0.839851024208566,0.160148975791434
1241,0.0529411764705882,0.947058823529412
1242,0.0529411764705882,0.947058823529412
1243,0.839851024208566,0.160148975791434
1244,0.839851024208566,0.160148975791434
1245,0.839851024208566,0.160148975791434
1246,0.266666666666667,0.733333333333333
1247,0.839851024208566,0.160148975791434
1248,0.0529411764705882,0.947058823529412
1249,0.839851024208566,0.160148975791434
1250,0.839851024208566,0.160148975791434
1251,0.375,0.625
1252,0.839851024208566,0.160148975791434
1253,0.0529411764705882,0.947058823529412
1254,0.0529411764705882,0.947058823529412
1255,0.839851024208566,0.160148975791434
1256,0.0529411764705882,0.947058823529412
1257,0.375,0.625
1258,0.839851024208566,0.160148975791434
1259,0.375,0.625
1260,0.0529411764705882,0.947058823529412
1261,0.839851024208566,0.160148975791434
1262,0.839851024208566,0.160148975791434
1263,0.0529411764705882,0.947058823529412
1264,0.839851024208566,0.160148975791434
1265,0.839851024208566,0.160148975791434
1266,0.0529411764705882,0.947058823529412
1267,0.0529411764705882,0.947058823529412
1268,0.375,0.625
1269,0.839851024208566,0.160148975791434
1270,0.839851024208566,0.160148975791434
1271,0.607142857142857,0.392857142857143
1272,0.839851024208566,0.160148975791434
1273,0.839851024208566,0.160148975791434
1274,0.375,0.625
1275,0.666666666666667,0.333333333333333
1276,0.839851024208566,0.160148975791434
1277,0.0529411764705882,0.947058823529412
1278,0.839851024208566,0.160148975791434
1279,0.839851024208566,0.160148975791434
1280,0.839851024208566,0.160148975791434
1281,0.607142857142857,0.392857142857143
1282,0.839851024208566,0.160148975791434
1283,0.0529411764705882,0.947058823529412
1284,0.839851024208566,0.160148975791434
1285,0.839851024208566,0.160148975791434
1286,0.839851024208566,0.160148975791434
1287,0.0529411764705882,0.947058823529412
1288,0.839851024208566,0.160148975791434
1289,0.0529411764705882,0.947058823529412
1290,0.839851024208566,0.160148975791434
1291,0.839851024208566,0.160148975791434
1292,0.0529411764705882,0.947058823529412
1293,0.839851024208566,0.160148975791434
1294,0.0529411764705882,0.947058823529412
1295,0.839851024208566,0.160148975791434
1296,0.839851024208566,0.160148975791434
1297,0.839851024208566,0.160148975791434
1298,0.839851024208566,0.160148975791434
1299,0.839851024208566,0.160148975791434
1300,0.375,0.625
1301,0.266666666666667,0.733333333333333
1302,0.375,0.625
1303,0.0529411764705882,0.947058823529412
1304,0.375,0.625
1305,0.839851024208566,0.160148975791434
1306,0.0529411764705882,0.947058823529412
1307,0.839851024208566,0.160148975791434
1308,0.839851024208566,0.160148975791434
1309,0.607142857142857,0.392857142857143
